cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
sample_0423,sha_0423,WHO,Treatment protocols for severe COVID cases,10.1000/sample.423,PMC1000423,30000423,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2021-01-10,"Lee, K.; Wang, L.; Chen, M.",Proceedings of the National Academy of Sciences,mag_423,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_423,s2_423
sample_0424,sha_0424,PMC,Epidemiological analysis of coronavirus spread,10.1000/sample.424,PMC1000424,30000424,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-06-19,"Smith, J.; Johnson, A.; Brown, K.",Proceedings of the National Academy of Sciences,mag_424,who_424,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_424,s2_424
sample_0425,,Elsevier,Economic implications of pandemic measures,10.1000/sample.425,,30000425,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2020-05-25,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_425,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_425,s2_425
sample_0426,,Elsevier,Clinical outcomes in COVID-19 patients,10.1000/sample.426,PMC1000426,30000426,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-07-01,"Thompson, G.; Garcia, H.; Martinez, I.",BMJ,mag_426,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_426,s2_426
sample_0427,sha_0427,WHO,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.427,,30000427,cc-by-nc,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-11-06,"Anderson, L.; Thomas, P.; Jackson, D.",JAMA,mag_427,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_427,s2_427
sample_0428,sha_0428,medRxiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.428,PMC1000428,30000428,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-03-31,"Anderson, L.; Thomas, P.; Jackson, D.",Nature,mag_428,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_428,s2_428
sample_0429,sha_0429,medRxiv,Economic implications of pandemic measures,10.1000/sample.429,PMC1000429,30000429,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2023-12-05,"White, C.; Harris, B.; Martin, E.",Science,mag_429,who_429,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_429,s2_429
sample_0430,,Elsevier,SARS-CoV-2 viral dynamics in clinical settings,,PMC1000430,30000430,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-10-15,"White, C.; Harris, B.; Martin, E.",The Lancet,mag_430,who_430,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_430,s2_430
sample_0431,sha_0431,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.431,PMC1000431,,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-12-24,"White, C.; Harris, B.; Martin, E.",New England Journal of Medicine,mag_431,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_431,s2_431
sample_0432,sha_0432,Elsevier,Contact tracing effectiveness studies,10.1000/sample.432,,,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2023-11-19,"Davis, M.; Wilson, R.; Taylor, S.",BMJ,mag_432,,arxiv.432,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_432,s2_432
sample_0433,,WHO,Pandemic response strategies and public health measures,10.1000/sample.433,PMC1000433,30000433,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2021-09-21,"Lee, K.; Wang, L.; Chen, M.",JAMA,mag_433,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_433,s2_433
sample_0434,sha_0434,WHO,Epidemiological analysis of coronavirus spread,10.1000/sample.434,,30000434,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2023-08-31,"Miller, N.; Jones, O.; Williams, P.",Science,mag_434,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_434,s2_434
sample_0435,sha_0435,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.435,,30000435,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-04-01,"White, C.; Harris, B.; Martin, E.",Science,mag_435,,arxiv.435,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_435,s2_435
sample_0436,,Elsevier,Clinical outcomes in COVID-19 patients,10.1000/sample.436,,30000436,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2022-08-23,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_436,who_436,arxiv.436,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_436,s2_436
sample_0437,sha_0437,Elsevier,Clinical outcomes in COVID-19 patients,10.1000/sample.437,,,cc-by,Immunological response analysis including antibody production and cellular immunity.,2020-01-19,"Miller, N.; Jones, O.; Williams, P.",Proceedings of the National Academy of Sciences,mag_437,who_437,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_437,s2_437
sample_0438,sha_0438,arXiv,Vaccine development and efficacy analysis,10.1000/sample.438,PMC1000438,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-04-20,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_438,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_438,s2_438
sample_0439,,WHO,Pandemic response strategies and public health measures,10.1000/sample.439,PMC1000439,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-06-19,"Miller, N.; Jones, O.; Williams, P.",Nature,mag_439,who_439,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_439,s2_439
sample_0440,sha_0440,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.440,PMC1000440,30000440,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-04-19,"Thompson, G.; Garcia, H.; Martinez, I.",BMJ,mag_440,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_440,s2_440
sample_0441,,arXiv,Immunological response to SARS-CoV-2 infection,,PMC1000441,30000441,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2020-03-19,"Davis, M.; Wilson, R.; Taylor, S.",Proceedings of the National Academy of Sciences,mag_441,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_441,s2_441
sample_0442,,arXiv,Long COVID symptoms and patient recovery,,,30000442,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2021-10-29,"Anderson, L.; Thomas, P.; Jackson, D.",JAMA,mag_442,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_442,s2_442
sample_0443,,arXiv,Mental health effects of COVID-19 lockdowns,10.1000/sample.443,,,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-09-28,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_443,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_443,s2_443
sample_0444,sha_0444,Elsevier,Healthcare system impact during pandemic,10.1000/sample.444,PMC1000444,30000444,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-05-23,"Thompson, G.; Garcia, H.; Martinez, I.",PLOS ONE,mag_444,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_444,s2_444
sample_0445,,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.445,PMC1000445,30000445,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-06-10,"Davis, M.; Wilson, R.; Taylor, S.",Nature Medicine,mag_445,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_445,s2_445
sample_0446,sha_0446,Elsevier,Vaccine development and efficacy analysis,,PMC1000446,30000446,cc-by,Immunological response analysis including antibody production and cellular immunity.,2022-04-24,"Miller, N.; Jones, O.; Williams, P.",Proceedings of the National Academy of Sciences,mag_446,who_446,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_446,s2_446
sample_0447,sha_0447,WHO,Long COVID symptoms and patient recovery,,PMC1000447,30000447,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-12-01,"Anderson, L.; Thomas, P.; Jackson, D.",BMJ,mag_447,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_447,s2_447
sample_0448,,PMC,Treatment protocols for severe COVID cases,10.1000/sample.448,PMC1000448,30000448,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-04-30,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_448,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_448,s2_448
sample_0449,sha_0449,medRxiv,Ventilator management in COVID patients,,PMC1000449,30000449,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-06-13,"Lee, K.; Wang, L.; Chen, M.",The Lancet,mag_449,who_449,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_449,s2_449
sample_0450,,Elsevier,Ventilator management in COVID patients,,PMC1000450,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-01-14,"Lee, K.; Wang, L.; Chen, M.",Proceedings of the National Academy of Sciences,mag_450,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_450,s2_450
sample_0451,sha_0451,arXiv,Healthcare system impact during pandemic,10.1000/sample.451,PMC1000451,30000451,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2021-06-17,"White, C.; Harris, B.; Martin, E.",Cell,mag_451,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_451,s2_451
sample_0452,sha_0452,arXiv,Pandemic response strategies and public health measures,10.1000/sample.452,PMC1000452,,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-08-30,"Davis, M.; Wilson, R.; Taylor, S.",The Lancet,mag_452,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_452,s2_452
sample_0453,,medRxiv,Mental health effects of COVID-19 lockdowns,10.1000/sample.453,,30000453,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2021-02-28,"Anderson, L.; Thomas, P.; Jackson, D.",BMJ,mag_453,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_453,s2_453
sample_0454,,arXiv,Pandemic response strategies and public health measures,10.1000/sample.454,PMC1000454,30000454,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-02-02,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_454,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_454,s2_454
sample_0455,,medRxiv,Healthcare system impact during pandemic,,PMC1000455,30000455,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-10-06,"Smith, J.; Johnson, A.; Brown, K.",JAMA,mag_455,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_455,s2_455
sample_0456,sha_0456,WHO,Treatment protocols for severe COVID cases,,,30000456,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-08-20,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature,mag_456,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_456,s2_456
sample_0457,,medRxiv,Treatment protocols for severe COVID cases,10.1000/sample.457,PMC1000457,30000457,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-07-07,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_457,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_457,s2_457
sample_0458,sha_0458,arXiv,Pandemic response strategies and public health measures,10.1000/sample.458,PMC1000458,30000458,cc-by,Immunological response analysis including antibody production and cellular immunity.,2021-12-21,"Davis, M.; Wilson, R.; Taylor, S.",BMJ,mag_458,,arxiv.458,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_458,s2_458
sample_0459,,WHO,Mask wearing and transmission reduction,,PMC1000459,30000459,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-06-21,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",BMJ,mag_459,,arxiv.459,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_459,s2_459
sample_0460,,medRxiv,Epidemiological analysis of coronavirus spread,10.1000/sample.460,PMC1000460,30000460,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-11-08,"Smith, J.; Johnson, A.; Brown, K.",PLOS ONE,mag_460,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_460,s2_460
sample_0461,sha_0461,PMC,Mental health effects of COVID-19 lockdowns,10.1000/sample.461,PMC1000461,,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-01-14,"Lee, K.; Wang, L.; Chen, M.",Science,mag_461,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_461,s2_461
sample_0462,sha_0462,WHO,Immunological response to SARS-CoV-2 infection,10.1000/sample.462,PMC1000462,,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-12-11,"Smith, J.; Johnson, A.; Brown, K.",Nature Medicine,mag_462,who_462,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_462,s2_462
sample_0463,sha_0463,PMC,Healthcare system impact during pandemic,10.1000/sample.463,PMC1000463,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-04-12,"Anderson, L.; Thomas, P.; Jackson, D.",PLOS ONE,mag_463,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_463,s2_463
sample_0464,sha_0464,medRxiv,Mask wearing and transmission reduction,10.1000/sample.464,PMC1000464,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-06-29,"Thompson, G.; Garcia, H.; Martinez, I.",The Lancet,mag_464,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_464,s2_464
sample_0465,sha_0465,arXiv,Healthcare system impact during pandemic,,PMC1000465,30000465,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-03-23,"Anderson, L.; Thomas, P.; Jackson, D.",Cell,mag_465,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_465,s2_465
sample_0466,sha_0466,Elsevier,COVID-19 respiratory symptoms and transmission patterns,,PMC1000466,30000466,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-09-06,"White, C.; Harris, B.; Martin, E.",Cell,mag_466,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_466,s2_466
sample_0467,sha_0467,arXiv,Epidemiological analysis of coronavirus spread,10.1000/sample.467,,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-05-01,"Anderson, L.; Thomas, P.; Jackson, D.",The Lancet,mag_467,,arxiv.467,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_467,s2_467
sample_0468,sha_0468,PMC,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.468,,30000468,cc-by-nc,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-08-30,"Davis, M.; Wilson, R.; Taylor, S.",Science,mag_468,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_468,s2_468
sample_0469,,WHO,Immunological response to SARS-CoV-2 infection,,,30000469,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-07-30,"Anderson, L.; Thomas, P.; Jackson, D.",New England Journal of Medicine,mag_469,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_469,s2_469
sample_0470,,arXiv,Contact tracing effectiveness studies,,,30000470,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2021-01-13,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",JAMA,mag_470,who_470,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_470,s2_470
sample_0471,sha_0471,WHO,Ventilator management in COVID patients,,,30000471,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-09-17,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_471,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_471,s2_471
sample_0472,,medRxiv,Epidemiological analysis of coronavirus spread,10.1000/sample.472,,30000472,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2020-09-18,"White, C.; Harris, B.; Martin, E.",The Lancet,mag_472,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_472,s2_472
sample_0473,sha_0473,Elsevier,Economic implications of pandemic measures,10.1000/sample.473,,30000473,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-07-03,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",PLOS ONE,mag_473,,arxiv.473,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_473,s2_473
sample_0474,sha_0474,PMC,Pandemic response strategies and public health measures,,PMC1000474,,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-01-16,"White, C.; Harris, B.; Martin, E.",New England Journal of Medicine,mag_474,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_474,s2_474
sample_0475,,medRxiv,Vaccine development and efficacy analysis,10.1000/sample.475,,30000475,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2019-12-13,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Cell,mag_475,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_475,s2_475
sample_0476,sha_0476,PMC,Vaccine development and efficacy analysis,,PMC1000476,30000476,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2022-10-01,"Davis, M.; Wilson, R.; Taylor, S.",The Lancet,mag_476,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_476,s2_476
sample_0477,sha_0477,Elsevier,Healthcare system impact during pandemic,10.1000/sample.477,PMC1000477,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-02-15,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_477,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_477,s2_477
sample_0478,sha_0478,medRxiv,Mental health effects of COVID-19 lockdowns,10.1000/sample.478,PMC1000478,30000478,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2023-02-16,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_478,who_478,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_478,s2_478
sample_0479,sha_0479,medRxiv,Epidemiological analysis of coronavirus spread,10.1000/sample.479,PMC1000479,30000479,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-12-27,"Miller, N.; Jones, O.; Williams, P.",Cell,mag_479,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_479,s2_479
sample_0480,sha_0480,PMC,Mental health effects of COVID-19 lockdowns,10.1000/sample.480,PMC1000480,30000480,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2020-08-21,"Miller, N.; Jones, O.; Williams, P.",Science,mag_480,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_480,s2_480
sample_0481,sha_0481,PMC,Ventilator management in COVID patients,10.1000/sample.481,PMC1000481,30000481,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-12-13,"White, C.; Harris, B.; Martin, E.",New England Journal of Medicine,mag_481,who_481,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_481,s2_481
sample_0482,,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.482,,30000482,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-04-02,"Anderson, L.; Thomas, P.; Jackson, D.",JAMA,mag_482,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_482,s2_482
sample_0483,sha_0483,medRxiv,Healthcare system impact during pandemic,10.1000/sample.483,,30000483,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-05-21,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_483,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_483,s2_483
sample_0484,,WHO,Mental health effects of COVID-19 lockdowns,10.1000/sample.484,PMC1000484,30000484,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2022-04-06,"Miller, N.; Jones, O.; Williams, P.",Science,mag_484,who_484,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_484,s2_484
sample_0485,,arXiv,Pandemic response strategies and public health measures,10.1000/sample.485,PMC1000485,30000485,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2020-05-11,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature,mag_485,who_485,arxiv.485,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_485,s2_485
sample_0486,sha_0486,WHO,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.486,PMC1000486,30000486,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2020-09-02,"Smith, J.; Johnson, A.; Brown, K.",Proceedings of the National Academy of Sciences,mag_486,who_486,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_486,s2_486
sample_0487,sha_0487,arXiv,Treatment protocols for severe COVID cases,10.1000/sample.487,PMC1000487,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2020-05-20,"Smith, J.; Johnson, A.; Brown, K.",PLOS ONE,mag_487,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_487,s2_487
sample_0488,sha_0488,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.488,PMC1000488,30000488,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-01-17,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Proceedings of the National Academy of Sciences,mag_488,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_488,s2_488
sample_0489,sha_0489,medRxiv,Clinical outcomes in COVID-19 patients,10.1000/sample.489,,30000489,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-10-15,"White, C.; Harris, B.; Martin, E.",Nature,mag_489,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_489,s2_489
sample_0490,,arXiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.490,,30000490,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2021-06-04,"Miller, N.; Jones, O.; Williams, P.",PLOS ONE,mag_490,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_490,s2_490
sample_0491,sha_0491,WHO,Mask wearing and transmission reduction,10.1000/sample.491,,30000491,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-10-10,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_491,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_491,s2_491
sample_0492,sha_0492,arXiv,Mask wearing and transmission reduction,10.1000/sample.492,,,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2021-03-01,"Anderson, L.; Thomas, P.; Jackson, D.",Science,mag_492,who_492,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_492,s2_492
sample_0493,sha_0493,arXiv,COVID-19 respiratory symptoms and transmission patterns,,PMC1000493,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-08-30,"Lee, K.; Wang, L.; Chen, M.",PLOS ONE,mag_493,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_493,s2_493
sample_0494,,WHO,Treatment protocols for severe COVID cases,10.1000/sample.494,PMC1000494,30000494,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2021-06-17,"White, C.; Harris, B.; Martin, E.",JAMA,mag_494,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_494,s2_494
sample_0495,sha_0495,arXiv,Epidemiological analysis of coronavirus spread,10.1000/sample.495,PMC1000495,,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2021-06-02,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_495,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_495,s2_495
sample_0496,sha_0496,PMC,Economic implications of pandemic measures,,,30000496,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-09-05,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_496,,arxiv.496,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_496,s2_496
sample_0497,,Elsevier,Healthcare system impact during pandemic,10.1000/sample.497,,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2022-03-27,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_497,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_497,s2_497
sample_0498,sha_0498,medRxiv,Vaccine development and efficacy analysis,10.1000/sample.498,PMC1000498,30000498,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-01-11,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",The Lancet,mag_498,who_498,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_498,s2_498
sample_0499,sha_0499,Elsevier,Vaccine development and efficacy analysis,10.1000/sample.499,PMC1000499,30000499,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-01-23,"Thompson, G.; Garcia, H.; Martinez, I.",Cell,mag_499,who_499,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_499,s2_499
sample_0500,,medRxiv,Vaccine development and efficacy analysis,10.1000/sample.500,,,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-06-02,"Davis, M.; Wilson, R.; Taylor, S.",The Lancet,mag_500,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_500,s2_500
sample_0501,sha_0501,WHO,Mental health effects of COVID-19 lockdowns,10.1000/sample.501,PMC1000501,,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2023-11-09,"Anderson, L.; Thomas, P.; Jackson, D.",Science,mag_501,,arxiv.501,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_501,s2_501
